"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","4/201","63/17872",0.00551363172185726,0.0374650647523923,0.0269038258098058,"PMAIP1/PTPN1/PPP1R15A/PTPN2",4
"GOBP_RESPONSE_TO_FATTY_ACID","GOBP_RESPONSE_TO_FATTY_ACID","GOBP_RESPONSE_TO_FATTY_ACID","4/201","63/17872",0.00551363172185726,0.0374650647523923,0.0269038258098058,"ACSL1/TBXAS1/LDLR/PTGS2",4
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION","GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION","4/201","63/17872",0.00551363172185726,0.0374650647523923,0.0269038258098058,"IL1B/IL1A/TNF/PTGS2",4
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE","5/201","101/17872",0.00567205496380115,0.03845395444777,0.027613951797453,"SOD2/BCL2A1/CD44/HIPK2/TNF",5
"GOBP_REGULATION_OF_B_CELL_PROLIFERATION","GOBP_REGULATION_OF_B_CELL_PROLIFERATION","GOBP_REGULATION_OF_B_CELL_PROLIFERATION","4/201","64/17872",0.00583039777584373,0.039259766513187,0.0281926089434287,"PELI1/BCL6/GPR183/TLR4",4
"GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","4/201","64/17872",0.00583039777584373,0.039259766513187,0.0281926089434287,"TNF/CCL3/TNFAIP6/TLR4",4
"GOBP_REGULATION_OF_VASOCONSTRICTION","GOBP_REGULATION_OF_VASOCONSTRICTION","GOBP_REGULATION_OF_VASOCONSTRICTION","4/201","64/17872",0.00583039777584373,0.039259766513187,0.0281926089434287,"TBXAS1/ADM/PTGS2/ECE1",4
"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","5/201","102/17872",0.0059111771254593,0.0396293015596481,0.0284579736661728,"SOD2/PTPN1/CD44/NFE2L2/PTGS2",5
"GOBP_PROTEIN_DEPHOSPHORYLATION","GOBP_PROTEIN_DEPHOSPHORYLATION","GOBP_PROTEIN_DEPHOSPHORYLATION","9/201","292/17872",0.00591790451774507,0.0396293015596481,0.0284579736661728,"PTPN1/PPP1R15A/PTEN/ENSA/DUSP1/TNF/PTPN2/DUSP6/PTPN12",9
"GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","3/201","33/17872",0.00596498706010124,0.0396293015596481,0.0284579736661728,"PDE4B/RAPGEF2/AKAP13",3
"GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT","GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT","GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT","3/201","33/17872",0.00596498706010124,0.0396293015596481,0.0284579736661728,"ALDH1A2/TNF/CXCL8",3
"GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","3/201","33/17872",0.00596498706010124,0.0396293015596481,0.0284579736661728,"IL1B/IL1A/TNF",3
"GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS","3/201","33/17872",0.00596498706010124,0.0396293015596481,0.0284579736661728,"IL1A/TNF/ADM",3
"GOBP_INTERLEUKIN_8_PRODUCTION","GOBP_INTERLEUKIN_8_PRODUCTION","GOBP_INTERLEUKIN_8_PRODUCTION","5/201","103/17872",0.00615731424754995,0.0405573812571198,0.0291244317300629,"IL1B/TNF/STAT3/CD58/TLR4",5
"GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION","5/201","103/17872",0.00615731424754995,0.0405573812571198,0.0291244317300629,"IL1B/IL1A/SLAMF1/CD55/IL2RA",5
"GOBP_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_HORMONE_BIOSYNTHETIC_PROCESS","4/201","65/17872",0.00615906594350495,0.0405573812571198,0.0291244317300629,"NFKB1/ATP1A1/ADM/EGR1",4
"GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT","GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT","GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT","4/201","65/17872",0.00615906594350495,0.0405573812571198,0.0291244317300629,"ZFP36/KLF7/MAFF/PRKCH",4
"GOBP_MUSCLE_TISSUE_DEVELOPMENT","GOBP_MUSCLE_TISSUE_DEVELOPMENT","GOBP_MUSCLE_TISSUE_DEVELOPMENT","11/201","405/17872",0.00627067151098262,0.0412013504785488,0.0295868688264541,"ALDH1A2/CFLAR/ZFAND5/PTEN/AKAP13/BTG2/MAFF/KDM6B/SAV1/PKP2/EGR1",11
"GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT","GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT","GOBP_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT","2/201","11/17872",0.00647508650751566,0.0416072513893841,0.0298783480344396,"SLC1A3/SLC1A2",2
"GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS","2/201","11/17872",0.00647508650751566,0.0416072513893841,0.0298783480344396,"NFKB1/ATP1A1",2
"GOBP_NEGATIVE_REGULATION_OF_MYELINATION","GOBP_NEGATIVE_REGULATION_OF_MYELINATION","GOBP_NEGATIVE_REGULATION_OF_MYELINATION","2/201","11/17872",0.00647508650751566,0.0416072513893841,0.0298783480344396,"PTEN/TNF",2
"GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION","GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION","GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION","2/201","11/17872",0.00647508650751566,0.0416072513893841,0.0298783480344396,"PTEN/IL1RAPL1",2
"GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION","2/201","11/17872",0.00647508650751566,0.0416072513893841,0.0298783480344396,"NLRP3/BCL6",2
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION","3/201","34/17872",0.00648874055267948,0.0416072513893841,0.0298783480344396,"PPP1R15A/ENSA/TNF",3
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING","GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING","GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING","3/201","34/17872",0.00648874055267948,0.0416072513893841,0.0298783480344396,"CCL4/TNF/CCL3",3
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION","3/201","34/17872",0.00648874055267948,0.0416072513893841,0.0298783480344396,"IL1B/IL1A/PDE4B",3
"GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS","GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS","GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS","3/201","34/17872",0.00648874055267948,0.0416072513893841,0.0298783480344396,"GCH1/FPR2/NFE2L2",3
"GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS","GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS","GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS","3/201","34/17872",0.00648874055267948,0.0416072513893841,0.0298783480344396,"NFE2L2/PTGS2/MTSS1",3
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","4/201","66/17872",0.00649982539304492,0.0416072513893841,0.0298783480344396,"NLRP3/NFKBIZ/BCL6/CD55",4
"GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","4/201","66/17872",0.00649982539304492,0.0416072513893841,0.0298783480344396,"IL1B/BCL2A1/IL1A/TNF",4
"GOBP_NEGATIVE_REGULATION_OF_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_TRANSPORT","12/201","466/17872",0.00662300843047904,0.0421847995222063,0.0302930878584575,"IL1B/NFKB1/THBS1/PTEN/MCTP1/UBAC2/SESTD1/TNF/IL1RAPL1/PRKCE/PTGS2/KLF7",12
"GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION","GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION","GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION","7/201","195/17872",0.00663346408296406,0.0421847995222063,0.0302930878584575,"HCK/FMN1/PRKCE/SDC4/SNX9/PLEK/MTSS1",7
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","7/201","195/17872",0.00663346408296406,0.0421847995222063,0.0302930878584575,"HCK/FMN1/TNF/PRKCE/SNX9/PLEK/TLR4",7
"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","8/201","245/17872",0.00664661608294903,0.0421847995222063,0.0302930878584575,"TNFAIP3/PELI1/BIRC3/PTEN/N4BP1/PRKCE/TNIP1/EGR1",8
"GOBP_REGULATION_OF_HEART_RATE","GOBP_REGULATION_OF_HEART_RATE","GOBP_REGULATION_OF_HEART_RATE","5/201","105/17872",0.00667105380887807,0.0422500074562278,0.030339913959251,"GCH1/TNF/ADM/KCNJ2/PKP2",5
"GOBP_NECROTIC_CELL_DEATH","GOBP_NECROTIC_CELL_DEATH","GOBP_NECROTIC_CELL_DEATH","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"PELI1/CFLAR/BIRC3/TNF",4
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"SERPINB9/SLAMF1/BCL6/CD55",4
"GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"ZBTB16/ZFP36/PTGS2/SAV1",4
"GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING","GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING","GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"IL1B/TNF/NFAT5/TLR4",4
"GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"NLRP3/ZBTB16/NFKBIZ/BCL6",4
"GOBP_T_CELL_MIGRATION","GOBP_T_CELL_MIGRATION","GOBP_T_CELL_MIGRATION","4/201","67/17872",0.00685286190089108,0.0428555284074593,0.0307747411857296,"GPR183/CCL20/ICAM1/CCL3",4
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","8/201","247/17872",0.00696750576959568,0.0433905421935364,0.0311589369105092,"IL1B/OOEP/IL1A/EREG/INSR/TNF/PRKCE/CCND3",8
"GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","8/201","247/17872",0.00696750576959568,0.0433905421935364,0.0311589369105092,"SOD2/CCL4/GCH1/TNF/CCL3/NFE2L2/PTGS2/MT2A",8
"GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION","3/201","35/17872",0.00703905167694496,0.0435508722835464,0.0312740706448884,"TNFAIP3/SAMSN1/BCL6",3
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","3/201","35/17872",0.00703905167694496,0.0435508722835464,0.0312740706448884,"INSR/TNF/PLEK",3
"GOBP_REGULATION_OF_FIBROBLAST_MIGRATION","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION","GOBP_REGULATION_OF_FIBROBLAST_MIGRATION","3/201","35/17872",0.00703905167694496,0.0435508722835464,0.0312740706448884,"THBS1/PRKCE/SDC4",3
"GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS","GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS","GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS","6/201","150/17872",0.00705164978644081,0.0435508722835464,0.0312740706448884,"PMAIP1/INSR/PTPN2/PRKCE/STAT3/PLEK",6
"GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION","GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION","GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION","4/201","68/17872",0.00721835779181043,0.0443966212226196,0.0318814066333895,"PELI1/SCGB1A1/SDC4/IL2RA",4
"GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","4/201","68/17872",0.00721835779181043,0.0443966212226196,0.0318814066333895,"THBS1/FMN1/PTEN/SDC4",4
"GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","10/201","357/17872",0.00731821665224188,0.0449181898634517,0.0322559473409405,"NLRP3/IL1B/SERPINB9/RNF19B/SLAMF1/BCL6/CD55/ICAM1/TNF/HLA-DQA2",10
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","8/201","250/17872",0.00747064875341716,0.0457596411323273,0.0328601971537964,"NLRP3/IL1B/NFKBIZ/SLAMF1/ADGRE2/CD55/TNF/TLR4",8
"GOBP_ACTIN_CYTOSKELETON_REORGANIZATION","GOBP_ACTIN_CYTOSKELETON_REORGANIZATION","GOBP_ACTIN_CYTOSKELETON_REORGANIZATION","5/201","108/17872",0.00749688499671413,0.0458262457893407,0.0329080262474402,"SIPA1L1/HCK/PTPN1/PLEK/ABL2",5
"GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS","GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS","GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS","4/201","69/17872",0.00759649188293632,0.0461513956961284,0.0331415178085012,"THBS1/DUSP1/PTPN2/TNFAIP6",4
"GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION","4/201","69/17872",0.00759649188293632,0.0461513956961284,0.0331415178085012,"NLRP3/ZBTB16/NFKBIZ/CD55",4
"GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY","4/201","69/17872",0.00759649188293632,0.0461513956961284,0.0331415178085012,"IL1B/PTPN1/PTPN2/CCND3",4
"GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS","3/201","36/17872",0.00761623602346361,0.0461773009308779,0.0331601204701507,"TNFAIP3/ICAM1/NFE2L2",3
"GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT","GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT","GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT","8/201","251/17872",0.00764430684816054,0.0462534834240627,0.0332148274495713,"CCL4/PDE4B/SESTD1/CCL3/PRKCE/PTGS2/LILRA5/VMP1",8
"GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION","GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION","GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION","2/201","12/17872",0.0077128855749721,0.0463725200961547,0.0333003082010956,"CFLAR/EGR1",2
"GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","2/201","12/17872",0.0077128855749721,0.0463725200961547,0.0333003082010956,"PTPN2/PTPN12",2
"GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS","GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS","GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS","2/201","12/17872",0.0077128855749721,0.0463725200961547,0.0333003082010956,"NFKB1/TNF",2
"GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT","6/201","153/17872",0.00774170801471171,0.0463725200961547,0.0333003082010956,"ACSL1/THBS1/AQP9/SLC1A3/TNF/SLC1A2",6
"GOBP_REGULATION_OF_LIPID_TRANSPORT","GOBP_REGULATION_OF_LIPID_TRANSPORT","GOBP_REGULATION_OF_LIPID_TRANSPORT","6/201","153/17872",0.00774170801471171,0.0463725200961547,0.0333003082010956,"IL1B/NFKBIA/NFKB1/ACSL1/IL1A/THBS1",6
"GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","7/201","202/17872",0.00798607268006028,0.0476530636488863,0.0342198720911423,"NLRP3/NFKBIZ/BCL6/GPR183/ICAM1/STAT3/TLR4",7
"GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION","4/201","70/17872",0.00798743943159342,0.0476530636488863,0.0342198720911423,"IL1B/TNF/TLR4/EGR1",4
"GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","5/201","110/17872",0.00808544843422538,0.0481415023538809,0.0345706220477963,"RNF144B/RNF19B/PTEN/PLK3/NFE2L2",5
"GOBP_REGULATION_OF_GTPASE_ACTIVITY","GOBP_REGULATION_OF_GTPASE_ACTIVITY","GOBP_REGULATION_OF_GTPASE_ACTIVITY","10/201","363/17872",0.00818053814328892,0.0483668919838047,0.0347324753205154,"RASAL2/CCL4/SIPA1L1/RASGEF1B/BCL6/RAPGEF2/CCL20/CCL3/SNX9/FGD4",10
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS","7/201","203/17872",0.00819475223341919,0.0483668919838047,0.0347324753205154,"CFLAR/ZFP36/ATP1A1/RBFOX2/KLF9/MT-ND3/EIF4E",7
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT","GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT","GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT","3/201","37/17872",0.00822058807770332,0.0483668919838047,0.0347324753205154,"INSR/NFE2L2/SLC1A2",3
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION","GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION","GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION","3/201","37/17872",0.00822058807770332,0.0483668919838047,0.0347324753205154,"CCL4/CCL20/CCL3",3
"GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION","GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION","GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION","3/201","37/17872",0.00822058807770332,0.0483668919838047,0.0347324753205154,"ZFP36/AREG/KLF9",3
"GOBP_RESPIRATORY_BURST","GOBP_RESPIRATORY_BURST","GOBP_RESPIRATORY_BURST","3/201","37/17872",0.00822058807770332,0.0483668919838047,0.0347324753205154,"HCK/INSR/CD55",3
"GOBP_CELL_JUNCTION_ASSEMBLY","GOBP_CELL_JUNCTION_ASSEMBLY","GOBP_CELL_JUNCTION_ASSEMBLY","11/201","421/17872",0.00827573797641928,0.0485955243772809,0.0348966572358335,"IL1B/THBS1/FMN1/PTEN/RAPGEF2/TNF/IL1RAPL1/SDC4/VMP1/PKP2/PRKCH",11
"GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING","GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING","GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING","5/201","111/17872",0.00839143533358783,0.0491780974461542,0.0353150054882664,"PTEN/INSR/TNF/PIK3AP1/FLT1",5
"GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS","9/201","309/17872",0.00843715345117597,0.0493490759703097,0.0354377859094801,"IL1B/NFKB1/PMAIP1/NFE2L2/PTGS2/KCNJ2/IRF1/SLC1A2/TLR4",9
"GOBP_CARBOHYDRATE_TRANSPORT","GOBP_CARBOHYDRATE_TRANSPORT","GOBP_CARBOHYDRATE_TRANSPORT","6/201","156/17872",0.0084791965630965,0.0494979321873128,0.0355446802057913,"IL1B/AQP9/INSR/TNF/NFE2L2/SLC1A2",6
"GOBP_T_CELL_MEDIATED_IMMUNITY","GOBP_T_CELL_MEDIATED_IMMUNITY","GOBP_T_CELL_MEDIATED_IMMUNITY","5/201","112/17872",0.00870535807173586,0.0507189123593517,0.0364214713733192,"NLRP3/IL1B/SLAMF1/CD55/ICAM1",5
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","4/201","72/17872",0.00880845784441263,0.0510767017618464,0.0366784014980883,"PMAIP1/CD44/HIPK2/PLK3",4
