"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION","GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION","GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"EZR",1
"GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS","GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS","GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"ALDOA",1
"GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"SULF2",1
"GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"VAMP8",1
"GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"CD36",1
"GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"HIF1A",1
"GOBP_PIGMENT_GRANULE_MATURATION","GOBP_PIGMENT_GRANULE_MATURATION","GOBP_PIGMENT_GRANULE_MATURATION","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"CD63",1
"GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"TMSB4X",1
"GOBP_PROTEIN_DEPALMITOYLATION","GOBP_PROTEIN_DEPALMITOYLATION","GOBP_PROTEIN_DEPALMITOYLATION","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"PPT1",1
"GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME","GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME","GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"EZR",1
"GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"HIF1A",1
"GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY","GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY","GOBP_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"RACK1",1
"GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY","GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY","GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"RPS3",1
"GOBP_REGULATION_OF_GLOMERULAR_FILTRATION","GOBP_REGULATION_OF_GLOMERULAR_FILTRATION","GOBP_REGULATION_OF_GLOMERULAR_FILTRATION","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"CYBA",1
"GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"RACK1",1
"GOBP_REGULATION_OF_OPSONIZATION","GOBP_REGULATION_OF_OPSONIZATION","GOBP_REGULATION_OF_OPSONIZATION","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"FCN1",1
"GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS","GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS","GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"APOC1",1
"GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS","GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS","GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"CD36",1
"GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING","GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING","GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"FABP5",1
"GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS","GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS","GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"NOP10",1
"GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY","GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY","GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY","1/171","10/17872",0.0916862355345888,0.350453969658905,0.297689614429261,"APOC1",1
"GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","4/171","178/17872",0.0917384214361351,0.350453969658905,0.297689614429261,"HIF1A/PYCARD/CARD16/GSTP1",4
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","8/171","482/17872",0.0922124792316008,0.351632506082442,0.29869071039018,"TMSB4X/GPX1/HIF1A/PFN1/GRN/APOE/ARHGDIB/LAMTOR2",8
"GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","3/171","112/17872",0.0924747911030321,0.352000817747026,0.299003569044703,"HIF1A/ALDOA/TPI1",3
"GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS","6/171","326/17872",0.093532511661657,0.355351865561647,0.301850083047212,"TSPO/USP36/RPL11/APOC1/CST3/YBX1",6
"GOBP_CELLULAR_DEFENSE_RESPONSE","GOBP_CELLULAR_DEFENSE_RESPONSE","GOBP_CELLULAR_DEFENSE_RESPONSE","2/171","54/17872",0.0943500303143158,0.355351865561647,0.301850083047212,"TYROBP/MNDA",2
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","2/171","54/17872",0.0943500303143158,0.355351865561647,0.301850083047212,"CD63/PPT1",2
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","3/171","113/17872",0.0943616457811117,0.355351865561647,0.301850083047212,"GRN/CARD16/RPS19",3
"GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","4/171","180/17872",0.0946178322831731,0.355351865561647,0.301850083047212,"CYBA/CD14/FCN1/CD36",4
"GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY","8/171","485/17872",0.0947114427102163,0.355351865561647,0.301850083047212,"TMSB4X/HIF1A/PYCARD/TXNDC17/FCER1G/CARD16/GSTP1/OXSR1",8
"GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","3/171","114/17872",0.0962643265954367,0.355351865561647,0.301850083047212,"CD63/APOC1/PPT1",3
"GOBP_CELL_GROWTH","GOBP_CELL_GROWTH","GOBP_CELL_GROWTH","8/171","487/17872",0.0963989101349964,0.355351865561647,0.301850083047212,"CYBA/RACK1/APOE/S100A9/LAMTOR2/HSP90AA1/S100A8/PPT1",8
"GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS","GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS","GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS","2/171","55/17872",0.0973181310540022,0.355351865561647,0.301850083047212,"CYBA/GPX1",2
"GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","2/171","55/17872",0.0973181310540022,0.355351865561647,0.301850083047212,"VAMP8/STXBP2",2
"GOBP_GLIAL_CELL_DEVELOPMENT","GOBP_GLIAL_CELL_DEVELOPMENT","GOBP_GLIAL_CELL_DEVELOPMENT","3/171","115/17872",0.0981826620587958,0.355351865561647,0.301850083047212,"GRN/S100A9/S100A8",3
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","3/171","115/17872",0.0981826620587958,0.355351865561647,0.301850083047212,"GPX1/FABP5/GSTP1",3
"GOBP_REGULATION_OF_PEPTIDE_TRANSPORT","GOBP_REGULATION_OF_PEPTIDE_TRANSPORT","GOBP_REGULATION_OF_PEPTIDE_TRANSPORT","4/171","183/17872",0.0990164529275024,0.355351865561647,0.301850083047212,"HIF1A/S100A8/SELENOT/SERP1",4
"GOBP_POSITIVE_REGULATION_OF_GROWTH","GOBP_POSITIVE_REGULATION_OF_GROWTH","GOBP_POSITIVE_REGULATION_OF_GROWTH","5/171","256/17872",0.0997423620523138,0.355351865561647,0.301850083047212,"CYBA/S100A9/S100A8/EZR/SERP1",5
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","3/171","116/17872",0.100116479650102,0.355351865561647,0.301850083047212,"RACK1/HSPA8/SERP1",3
"GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION","GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION","GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION","3/171","116/17872",0.100116479650102,0.355351865561647,0.301850083047212,"AIF1/PYCARD/OXSR1",3
"GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","3/171","116/17872",0.100116479650102,0.355351865561647,0.301850083047212,"RPS6/FCER1G/MALT1",3
"GOBP_RECEPTOR_CLUSTERING","GOBP_RECEPTOR_CLUSTERING","GOBP_RECEPTOR_CLUSTERING","2/171","56/17872",0.100312521868818,0.355351865561647,0.301850083047212,"APOE/ITGB2",2
"GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE","GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE","GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE","2/171","56/17872",0.100312521868818,0.355351865561647,0.301850083047212,"TYROBP/STX3",2
"GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","2/171","56/17872",0.100312521868818,0.355351865561647,0.301850083047212,"LGALS1/FCN1",2
"GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","2/171","56/17872",0.100312521868818,0.355351865561647,0.301850083047212,"GPX1/PYCARD",2
"GOBP_RESPONSE_TO_GAMMA_RADIATION","GOBP_RESPONSE_TO_GAMMA_RADIATION","GOBP_RESPONSE_TO_GAMMA_RADIATION","2/171","56/17872",0.100312521868818,0.355351865561647,0.301850083047212,"CYBA/GPX1",2
"GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"GPAT3",1
"GOBP_ARGININE_CATABOLIC_PROCESS","GOBP_ARGININE_CATABOLIC_PROCESS","GOBP_ARGININE_CATABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"DDAH2",1
"GOBP_CHOLESTEROL_CATABOLIC_PROCESS","GOBP_CHOLESTEROL_CATABOLIC_PROCESS","GOBP_CHOLESTEROL_CATABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"APOE",1
"GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"TALDO1",1
"GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION","GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION","GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"SULF2",1
"GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT","GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT","GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"SULF2",1
"GOBP_LIPOXYGENASE_PATHWAY","GOBP_LIPOXYGENASE_PATHWAY","GOBP_LIPOXYGENASE_PATHWAY","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"GPX1",1
"GOBP_MACROPINOCYTOSIS","GOBP_MACROPINOCYTOSIS","GOBP_MACROPINOCYTOSIS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"PYCARD",1
"GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS","GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS","GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"NPL",1
"GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST","GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST","GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"LGALS1",1
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX","GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX","GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"EZR",1
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE","GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE","GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"APOE",1
"GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY","GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY","GOBP_REGULATION_OF_HEXOKINASE_ACTIVITY","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"RANBP2",1
"GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY","GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY","GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"CYBA",1
"GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT","GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT","GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"TYROBP",1
"GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY","GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY","GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"HSPA8",1
"GOBP_REGULATION_OF_PROTEIN_LIPIDATION","GOBP_REGULATION_OF_PROTEIN_LIPIDATION","GOBP_REGULATION_OF_PROTEIN_LIPIDATION","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"DBI",1
"GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"APOE",1
"GOBP_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"HIF1A",1
"GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","1/171","11/17872",0.100381882927019,0.355351865561647,0.301850083047212,"HIF1A",1
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS","8/171","494/17872",0.102439920026043,0.361528653361248,0.307096893577748,"PFN1/RPS3/RACK1/PYCARD/HSP90AA1/CD36/ARPC2/CAPG",8
"GOBP_EMBRYO_IMPLANTATION","GOBP_EMBRYO_IMPLANTATION","GOBP_EMBRYO_IMPLANTATION","2/171","57/17872",0.103332435351803,0.361528653361248,0.307096893577748,"RPL29/ARHGDIB",2
"GOBP_INTERFERON_BETA_PRODUCTION","GOBP_INTERFERON_BETA_PRODUCTION","GOBP_INTERFERON_BETA_PRODUCTION","2/171","57/17872",0.103332435351803,0.361528653361248,0.307096893577748,"PYCARD/HSP90AA1",2
"GOBP_RUFFLE_ORGANIZATION","GOBP_RUFFLE_ORGANIZATION","GOBP_RUFFLE_ORGANIZATION","2/171","57/17872",0.103332435351803,0.361528653361248,0.307096893577748,"PFN1/AIF1",2
"GOBP_VESICLE_DOCKING","GOBP_VESICLE_DOCKING","GOBP_VESICLE_DOCKING","2/171","57/17872",0.103332435351803,0.361528653361248,0.307096893577748,"STXBP2/STX3",2
"GOBP_LYMPHOCYTE_MIGRATION","GOBP_LYMPHOCYTE_MIGRATION","GOBP_LYMPHOCYTE_MIGRATION","3/171","118/17872",0.104029866330809,0.361528653361248,0.307096893577748,"AIF1/PYCARD/OXSR1",3
"GOBP_VIRAL_PROCESS","GOBP_VIRAL_PROCESS","GOBP_VIRAL_PROCESS","7/171","415/17872",0.104183507071317,0.361528653361248,0.307096893577748,"VAMP8/APOE/ANPEP/HSPA8/LGALS1/FCN1/CFL1",7
"GOBP_PROTEIN_DEPOLYMERIZATION","GOBP_PROTEIN_DEPOLYMERIZATION","GOBP_PROTEIN_DEPOLYMERIZATION","3/171","119/17872",0.106009085756055,0.361528653361248,0.307096893577748,"HSPA8/CFL1/CAPG",3
"GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION","2/171","58/17872",0.106377116217931,0.361528653361248,0.307096893577748,"CD14/HSP90AA1",2
"GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING","GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING","GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING","2/171","58/17872",0.106377116217931,0.361528653361248,0.307096893577748,"ACTG1/CD36",2
"GOBP_VACUOLE_ORGANIZATION","GOBP_VACUOLE_ORGANIZATION","GOBP_VACUOLE_ORGANIZATION","4/171","188/17872",0.106555394527851,0.361528653361248,0.307096893577748,"GRN/GABARAP/PPT1/MAP1LC3B",4
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","6/171","339/17872",0.107469779452156,0.361528653361248,0.307096893577748,"VAMP8/ACTB/RACK1/TMEM59/EZR/STX3",6
"GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS","GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS","GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS","6/171","339/17872",0.107469779452156,0.361528653361248,0.307096893577748,"NPC2/TSPO/APOE/APOC1/FABP5/EDF1",6
"GOBP_TRANSLATIONAL_INITIATION","GOBP_TRANSLATIONAL_INITIATION","GOBP_TRANSLATIONAL_INITIATION","3/171","120/17872",0.10800308809757,0.361528653361248,0.307096893577748,"RPS3/RPS5/EIF1",3
"GOBP_MONOSACCHARIDE_METABOLIC_PROCESS","GOBP_MONOSACCHARIDE_METABOLIC_PROCESS","GOBP_MONOSACCHARIDE_METABOLIC_PROCESS","5/171","263/17872",0.108563238611016,0.361528653361248,0.307096893577748,"RANBP2/ALDOA/FABP5/SERP1/TPI1",5
"GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM","GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM","GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM","5/171","263/17872",0.108563238611016,0.361528653361248,0.307096893577748,"GPX1/APOE/CD36/SLC27A4/FABP5",5
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS","6/171","340/17872",0.108584375127779,0.361528653361248,0.307096893577748,"RPS3/RACK1/DBI/TMEM59/S100A11/YBX1",6
"GOBP_ADHERENS_JUNCTION_ASSEMBLY","GOBP_ADHERENS_JUNCTION_ASSEMBLY","GOBP_ADHERENS_JUNCTION_ASSEMBLY","1/171","12/17872",0.108994765633445,0.361528653361248,0.307096893577748,"ACTB",1
"GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS","1/171","12/17872",0.108994765633445,0.361528653361248,0.307096893577748,"ATP6V1G1",1
"GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","1/171","12/17872",0.108994765633445,0.361528653361248,0.307096893577748,"CD36",1
"GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY","GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY","GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY","1/171","12/17872",0.108994765633445,0.361528653361248,0.307096893577748,"FCN1",1
"GOBP_HISTAMINE_SECRETION","GOBP_HISTAMINE_SECRETION","GOBP_HISTAMINE_SECRETION","1/171","12/17872",0.108994765633445,0.361528653361248,0.307096893577748,"VAMP8",1
